Course Code,Grade,Course Title,MyEd BC Code,TRAX Code,Course Category,Lang Of Inst,Developer,Authorizer,Open Date,Close Date,Completion End Date,Credit Value,Grad Program,Grad Program Requirement,HST Main Category,HST Sub Category,Ministry Subject Code
3201251,K,ÉDUCATION À LA CARRIÈRE M,FECF--K,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",20 Health and Career Ed
1901021,12,BA HOME ECONOMICS 12B,YHEC-2B,YHEC 12B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,19 HOME ECONOMICS.,"01 HOME ECONOMICS, GENERAL",05 Applied Skills
3101031,10,BA PARCS ET RÉCRÉATION 10A,YFPR-0A,YFPR 10A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,31 PARKS AND RECREATION,"01 PARKS AND RECREATION, GENERAL",65 Other
2101428,11,BA INDUSTRIAL ARTS 11E,YIA--1E,YIA  11E,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
2899016,11,BA MILITARY SCIENCES/TECHNOLOGIES 11B,YMSCT1B,YMSCT11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,28 MILITARY SCIENCES,"99 MILITARY SCIENCES, OTHER",05 Applied Skills
4399015,11,BA PROTECTIVE SERVICES 11A,YPSS-1A,YPSS 11A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,43 PROTECTIVE SERVICES,"99 PROTECTIVE SERVICES, OTHER",65 Other
3201241,05,ÉDUCATION À LA CARRIÈRE 5,FECF-05,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",20 Health and Career Ed
3601271,12,BA LOISIRS ET ACTIVITÉS RÉCRÉATIVES 12A,YFLRA2A,YFLRA12A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
4001088,04,SCIENCES 4,FSCF-04,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,40 PHYSICAL SCIENCES,01 PHYSICAL SCIENCES,45 Sciences
5009581,09,LD BAND 9,XBA--09,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
2201046,11,BA LAW 11A,YLAW-1A,YLAW 11A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,22 LAW,01 LAW,65 Other
5690339,10,LD LOCALLY DEVELOPED 10G,XLDCG10,XLDC 10G,Locally Developed,English,Board / Authority,Board / Authority,9/1/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
1610171,05,UPPER ST'AT'IMCETS 5,MSTA-05,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
3401372,09,ÉDUCATION PHYSIQUE ET SANTÉ 9,FEPSF09,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,40 Physical Ed
3899010,10,BA PHILOSOPHY AND RELIGION 10D,YPHR-0D,YPHR 10D,Board Authority Authorized,English,Board / Authority,Board / Authority,1/30/2011,,,"1,2,3,4",,,38 PHILOSOPY AND RELIGION,"99 PHILOSOPHY AND RELIGION, OTHER",65 Other
5690357,01,LD LOCALLY DEVELOPED 1A,XLDCA01,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
3601284,11,BA LEISURE & RECREATIONAL ACTIVITIES 11K,YLRA-1K,YLRA 11K,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
1101392,10,BA COMPUTER AND INFORMATION SCIENCES 10C,YCAIS0C,YCAIS10C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
1101396,11,BA COMPUTER AND INFORMATION SCIENCES 11D,YCAIS1D,YCAIS11D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
2101417,10,BA INDUSTRIAL ARTS 10A,YIA--0A,YIA  10A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
3601268,11,BA LOISIRS ET ACTIVITÉS RÉCRÉATIVES 11A,YFLRA1A,YFLRA11A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
3601264,12,BA LEISURE & RECREATIONAL ACTIVITIES 12G,YLRA-2G,YLRA 12G,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
4399016,11,BA PROTECTIVE SERVICES 11B,YPSS-1B,YPSS 11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,43 PROTECTIVE SERVICES,"99 PROTECTIVE SERVICES, OTHER",65 Other
3201147,10,LD CAREER EXPLORATIONS 10,XCEX-10,XCEX 10,Locally Developed,English,Board / Authority,Board / Authority,9/1/2000,,,,,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",65 Other
5002055,08,LD CERAMICS 8,XCER-08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,02 CRAFTS,15 Fine Arts
0199001,10,"BA AGRIBUSINESS, AGR PRDCTN/SCIENCES 10A",YAAPS0A,YAAPS10A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,01 AGRIBUSINESS AND AGRICULTURAL PRODUCTION,"99 AGRIBUSINESS AND AGRICULTURAL PRODUCTION, OTHER.",45 Sciences
5001281,11,BA VISUAL AND PERFORMING ARTS 11N,YVPA-1N,YVPA 11N,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
4999001,10,BA TRANSPORTATION & MATERIAL MOVING 10B,YTMM-0B,YTMM 10B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,49 TRANSPORTATION AND MATERIAL MOVING,"99 TRANSPORTATION AND MATERIAL MOVING, OTHER",45 Sciences
5009585,09,LD GUITAR 9,XGUIT09,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
2101460,08,ADST - Woodwork 8,MADW-08,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
0601105,10,"BA AFFAIRES, GESTION ET BUREAUTIQUE 10A",YFBMO0A,YFBMO10A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
4899031,10,BA PRECISION PRODUCTION 10C,YPPR-0C,YPPR 10C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,48 PRECISION PRODUCTION,"99 PRECISION PRODUCTION, OTHER",05 Applied Skills
0599168,12,BA AREA AND ETHNIC STUDIES 12E,YAES-2E,YAES 12E,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,05 AREA AND ETHNIC STUDIES,"99 AREA AND ETHNIC STUDIES, OTHER",50 Social Studies
4201040,10,BA PSYCHOLOGIE 10B,YFPSY0B,YFPSY10B,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,42 PSYCHOLOGY,"01 PSYCHOLOGY, GENERAL",65 Other
5005013,08,ART DRAMATIQUE 8,FADRF08,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,50 VISUAL AND PERFORMING ARTS,05 DRAMATIC ARTS,15 Fine Arts
5430103,09,LD IEP MODIFIED 9B,XSIEP9B,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
1312064,10,BA EDUCATION 10C,YED--0C,YED  10C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,13 EDUCATION,"12 TEACHER EDUCATION, GENERAL PROGRAMS",65 Other
5690337,10,LD LOCALLY DEVELOPED 10E,XLDCE10,XLDC 10E,Locally Developed,English,Board / Authority,Board / Authority,9/1/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
5001273,11,BA VISUAL AND PERFORMING ARTS 11F,YVPA-1F,YVPA 11F,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
3202123,05,LD LIFE SKILLS 5,XLIFE05,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,32 BASIC SKILLS,"02 BASIC SKILLS, GENERAL",65 Other
5005147,08,DRAMA 8,MDR--08,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,50 VISUAL AND PERFORMING ARTS,05 DRAMATIC ARTS,15 Fine Arts
2101451,02,APPLIED DESIGN SKILLS AND TECHNOLOGIES 2,MADST02,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
5430015,10,LD IEP MODIFIED 10B,XSIEP0B,XSIEP10B,Locally Developed,English,Board / Authority,Board / Authority,9/1/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
2701261,12,BA MATHEMATICS 12A,YMATH2A,YMATH12A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
1603043,09,KOREAN 9,MKOR-09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2005,,,,,,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
5690333,10,LD LOCALLY DEVELOPED 10A,XLDCA10,XLDC 10A,Locally Developed,English,Board / Authority,Board / Authority,9/1/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
2701237,10,LF Math Level 1,MMAFA10,XMAFA10,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2008,,,,,,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
4001092,08,SCIENCES 8,FSCF-08,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,40 PHYSICAL SCIENCES,01 PHYSICAL SCIENCES,45 Sciences
5008130,08,LD PHOTOGRAPHY 8,XPHOT08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,08 GRAPHIC ARTS TECHNOLOGY,15 Fine Arts
3301154,11,BA CTZNSHP/CIVIC ACTVTS & PUB AFFRS 11C,YCPA-1C,YCPA 11C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,33 CITIZENSHIP/CIVIC ACTIVITIES,01 CITIZENSHIP/CIVIC ACTIVITIES,65 Other
3301158,10,"BA CIVISME, ACTIV CIVIQ, AFFAIR PUBL 10A",YFCPA0A,YFCPA10A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,33 CITIZENSHIP/CIVIC ACTIVITIES,01 CITIZENSHIP/CIVIC ACTIVITIES,65 Other
3701027,12,BA PERSONAL AWARENESS 12C,YPA--2C,YPA  12C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,37 PERSONAL AWARENESS.,01 PERSONAL AWARENESS.,65 Other
5001287,12,BA VISUAL AND PERFORMING ARTS 12I,YVPA-2I,YVPA 12I,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
3501111,12,BA INTERPERSONAL SKILLS 12E,YIPS-2E,YIPS 12E,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,35 INTERPERSONAL SKILLS,01 INTERPERSONAL SKILLS,65 Other
5430152,11,LD IEP MODIFIED 11J,XSIEP1J,XSIEP11J,External Credential,English,Board / Authority,Board / Authority,6/23/2025,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
1699048,10,BA LANGUAGES OTHER THAN ENGLISH 10B,YLOE-0B,YLOE 10B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
1205091,10,"BA CONSUMER, PERSONAL, & MISC SERVCS 10A",YCPM-0A,YCPM 10A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,"12 CONSUMER, PERSONAL, AND MISCELLANEOUS SERVICES",05 GENERAL SERVICES,05 Applied Skills
3201057,11,"BA MÉTIERS, PRÉPAR EXPLOR CARRIÈRE 11B",YFSEV1B,YFSEV11B,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",65 Other
1603091,07,JAPONAIS 7,FJAF-07,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,6/1/2014,,,,,,16 FOREIGN LANGUAGES,03 ASIATIC LANGUAGES,30 Languages
0901089,11,"BA COMMUNICATIONS, CMNCTN TECHNLGS 11G",YCCT-1G,YCCT 11G,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,09 COMMUNICATIONS,"01 COMMUNICATIONS, GENERAL",25 Information and Communications Technology
3201097,12,"BA VOCTNL, CAREER PREP/EXPLORATION 12D",YSEVC2D,YSEVC12D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",65 Other
5001288,12,BA VISUAL AND PERFORMING ARTS 12J,YVPA-2J,YVPA 12J,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
2701220,07,MATHÉMATIQUES 7,FMTHF07,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
3201234,02,CAREER EDUCATION 2,MCE--02,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",20 Health and Career Ed
3601282,10,BA LEISURE & RECREATIONAL ACTIVITIES 10I,YLRA-0I,YLRA 10I,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
0899019,10,BA MARKETING ET DISTRIBUTION 10B,YFMD-0B,YFMD 10B,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,08 MARKETING AND DISTRIBUTION,"99 MARKETING AND DISTRIBUTION, OTHER",05 Applied Skills
1610180,09,Nte?kepmxcin 9,MNTE-09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2008,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
2301195,10,LF English Level 3/4: Comp-Read,MENFJ10,XENFJ10,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2010,,,,,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
4501105,09,SCIENCES HUMAINES 9,FSCHF09,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,45 SOCIAL SCIENCES,"01 SOCIAL SCIENCES, GENERAL",50 Social Studies
5001266,12,BA ARTS VISUELS ET DE LA SCÈNE 12B,YFVPA2B,YFVPA12B,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
1608003,06,FARSI 6,MFARS06,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2022,,,,,,16 FOREIGN LANGUAGES,08 IRANIAN LANGUAGES,30 Languages
2004168,09,ADST - Food Studies 9,MADFS09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,20 VOCATIONAL HOME ECONOMICS,"04 FOOD PRODUCTION, MANAGEMENT, AND SERVICES.",05 Applied Skills
3601246,10,BA LEISURE & RECREATIONAL ACTIVITIES 10C,YLRA-0C,YLRA 10C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
1312081,11,BA EDUCATION 11E,YED--1E,YED  11E,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,13 EDUCATION,"12 TEACHER EDUCATION, GENERAL PROGRAMS",65 Other
0601107,10,"BA AFFAIRES, GESTION ET BUREAUTIQUE 10C",YFBMO0C,YFBMO10C,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
1610198,09,Nuu-chah-nulth 9,MNCN-09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2009,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
3601254,11,BA LEISURE & RECREATIONAL ACTIVITIES 11D,YLRA-1D,YLRA 11D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
3401334,11,BA HEALTH RELATED ACTIVITIES 11F,YHRA-1F,YHRA 11F,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
1101397,11,BA COMPUTER AND INFORMATION SCIENCES 11E,YCAIS1E,YCAIS11E,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
2701211,09,MATHEMATICS 9,MMA--09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
2099011,10,BA CARRIÈRES EN ÉCONOMIE DOMESTIQUE 10B,YFVHE0B,YFVHE10B,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,20 VOCATIONAL HOME ECONOMICS,"99 VOCATIONAL HOME ECONOMICS, OTHER",05 Applied Skills
1609160,09,Intensive French 9,MINFR09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2009,,,,,,16 FOREIGN LANGUAGES,09 ITALIC LANGUAGES,30 Languages
4501136,10,BA SCIENCES HUMAINES 10C,YFSSC0C,YFSSC10C,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,45 SOCIAL SCIENCES,"01 SOCIAL SCIENCES, GENERAL",50 Social Studies
5690358,01,LD LOCALLY DEVELOPED 1B,XLDCB01,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
0899026,12,BA MARKETING ET DISTRIBUTION 12C,YFMD-2C,YFMD 12C,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,08 MARKETING AND DISTRIBUTION,"99 MARKETING AND DISTRIBUTION, OTHER",05 Applied Skills
1609056,K,FRANÇAIS LANGUE SECONDE-IMMERSION M,FFRAL-K,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,16 FOREIGN LANGUAGES,09 ITALIC LANGUAGES,30 Languages
5430102,09,LD IEP MODIFIED 9A,XSIEP9A,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
2701240,10,LF Math Level 4,MMAFD10,XMAFD10,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2008,,,,,,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
3501094,12,BA INTERPERSONAL SKILLS 12A,YIPS-2A,YIPS 12A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,35 INTERPERSONAL SKILLS,01 INTERPERSONAL SKILLS,65 Other
3401319,11,BA HEALTH RELATED ACTIVITIES 11C,YHRA-1C,YHRA 11C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
4999010,11,BA TRANSPORTATION & MATERIAL MOVING 11D,YTMM-1D,YTMM 11D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,49 TRANSPORTATION AND MATERIAL MOVING,"99 TRANSPORTATION AND MATERIAL MOVING, OTHER",45 Sciences
2101421,11,BA INDUSTRIAL ARTS 11B,YIA--1B,YIA  11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
1611006,07,ARABIC 7,MARB-07,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,16 FOREIGN LANGUAGES,11 SEMITIC LANGUAGES,30 Languages
0707140,08,LD KEYBOARDING 8,XKB--08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,07 BUSINESS AND OFFICE,"07 TYPING, GENERAL OFFICE, AND RELATED PROGRAMS",25 Information and Communications Technology
5690409,07,LD LOCALLY DEVELOPED 7C,XLDCC07,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
5430051,02,LD IEP MODIFIED 2F,XIEPF02,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
4801055,08,LD DRAFTING 8,XDRF-08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,48 PRECISION PRODUCTION,01 DRAFTING,05 Applied Skills
2301075,05,ENGLISH LANGUAGE ARTS 5,MEN--05,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
1612019,08,ESPAGNOL 8,FESPF08,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
3701034,12,BA PERSONAL AWARENESS 12D,YPA--2D,YPA  12D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,37 PERSONAL AWARENESS.,01 PERSONAL AWARENESS.,65 Other
1608004,07,FARSI 7,MFARS07,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2022,,,,,,16 FOREIGN LANGUAGES,08 IRANIAN LANGUAGES,30 Languages
4001081,08,SCIENCE 8,MSC--08,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,40 PHYSICAL SCIENCES,01 PHYSICAL SCIENCES,45 Sciences
2101432,12,BA INDUSTRIAL ARTS 12D,YIA--2D,YIA  12D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
5430083,06,LD IEP MODIFIED 6F,XIEPF06,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
3501088,10,BA INTERPERSONAL SKILLS 10A,YIPS-0A,YIPS 10A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,35 INTERPERSONAL SKILLS,01 INTERPERSONAL SKILLS,65 Other
3501106,10,BA INTERPERSONAL SKILLS 10D,YIPS-0D,YIPS 10D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,35 INTERPERSONAL SKILLS,01 INTERPERSONAL SKILLS,65 Other
0199008,12,"BA AGRIBUSINESS, AGR PRDCTN/SCIENCES 12B",YAAPS2B,YAAPS12B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,01 AGRIBUSINESS AND AGRICULTURAL PRODUCTION,"99 AGRIBUSINESS AND AGRICULTURAL PRODUCTION, OTHER.",45 Sciences
